"Speed","Radius_big","Radius_small","Length","Pressure_1","Pressure_2","Viscosity","Kf_a","Kf_b","Kf_c","","","",""
"62.5","1.3","0.1","434.1","90.2","18.7","0.001","-38.4","0","63.0","","","",""
"14.4","2.5","1.6","483.4","51.9","5.4","0.006","-3.7","0","23.4","","","",""
"111.0","4.6","0.8","280.7","24.3","14.3","0.002","-5.4","0","114.6","","","",""
"336.8","3.4","0.3","894.6","159.5","78.5","0.001","-29.5","0","338.9","","","",""
"4.3","3.4","3.0","604.3","88.0","51.4","0.008","-1.8","0","21.0","","","",""
"23.1","4.2","2.2","923.4","180.3","162.2","0.003","-1.8","0","31.4","","","",""
"1.2","1.5","0.1","453.1","46.8","37.7","0.009","-0.6","0","1.2","","","",""
"0.1","0.7","0.7","475.2","25.6","6.5","0.004","-2.5","0","1.3","","","",""
"0.6","0.5","0.3","776.9","43.4","25.0","0.001","-4.0","0","1.0","","","",""
"17.2","2.4","0.1","415.9","67.7","37.6","0.006","-2.9","0","17.2","","","",""
"0.6","0.4","0.3","818.3","155.0","29.6","0.006","-5.9","0","1.2","","","",""
"0.2","3.0","0.7","641.9","35.5","34.8","0.009","-0.0","0","0.3","","","",""
"14.0","1.6","0.4","682.3","73.5","16.6","0.004","-5.7","0","14.9","","","",""
"1.3","2.0","0.0","674.7","92.8","85.3","0.009","-0.3","0","1.3","","","",""
"0.0","0.1","0.0","607.9","40.7","36.2","0.006","-0.3","0","0.0","","","",""
"0.0","0.1","0.0","469.3","88.4","60.1","0.009","-1.7","0","0.0","","","",""
"5.7","2.5","1.4","473.8","47.7","26.0","0.009","-1.3","0","8.1","","","",""
"11.4","2.0","0.8","170.1","78.2","62.0","0.007","-3.3","0","13.4","","","",""
"370.7","4.9","2.4","135.0","161.2","96.8","0.006","-20.3","0","490.9","","","",""
"60.3","4.3","2.8","777.0","79.0","42.6","0.002","-5.6","0","103.6","","","",""
"29.0","3.7","3.6","990.6","78.4","47.1","0.000","-27.1","0","371.5","","","",""
"4.7","0.9","0.4","745.7","46.6","15.4","0.001","-8.0","0","6.1","","","",""
"10.8","1.7","0.1","771.0","132.7","106.9","0.002","-3.6","0","10.8","","","",""
"20.3","4.6","3.8","999.5","126.2","55.6","0.006","-3.0","0","65.1","","","",""
"0.6","1.0","0.0","914.4","26.1","7.0","0.008","-0.6","0","0.6","","","",""
"18.7","2.0","1.5","475.5","190.4","84.1","0.005","-10.7","0","41.3","","","",""
"12.1","3.5","2.7","780.1","131.4","59.1","0.010","-2.4","0","29.1","","","",""
"28.6","3.2","2.1","309.5","57.9","22.8","0.006","-5.1","0","51.7","","","",""
"20.0","2.9","1.0","852.3","73.4","25.2","0.005","-2.8","0","22.9","","","",""
"56.3","2.8","2.1","559.1","94.6","71.5","0.001","-15.2","0","121.4","","","",""
"29.3","3.8","0.8","470.3","59.1","29.0","0.007","-2.2","0","30.5","","","",""
"0.0","1.6","1.0","963.8","20.3","19.5","0.007","-0.0","0","0.1","","","",""
"0.0","1.1","0.5","629.9","84.2","84.0","0.008","-0.0","0","0.0","","","",""
"47.5","4.7","0.2","705.3","165.9","111.0","0.009","-2.1","0","47.5","","","",""
"1523.8","4.0","2.8","145.6","153.6","86.8","0.001","-183.1","0","2973.6","","","",""
"0.0","0.5","0.3","202.6","192.5","192.3","0.007","-0.0","0","0.0","","","",""
"17.1","4.8","4.5","332.3","68.1","53.6","0.002","-5.3","0","123.9","","","",""
"155.9","4.9","0.3","362.7","56.9","27.1","0.003","-6.4","0","156.4","","","",""
"86.9","4.2","3.9","488.6","90.8","49.7","0.001","-34.3","0","618.6","","","",""
"14.9","4.1","4.0","716.9","188.2","46.9","0.004","-11.6","0","198.6","","","",""
"145.8","5.0","0.1","610.7","145.3","5.8","0.010","-5.9","0","145.9","","","",""
"99.3","1.0","0.1","48.8","106.2","15.2","0.004","-107.5","0","101.4","","","",""
"62.9","2.4","1.3","271.5","176.4","79.6","0.006","-14.9","0","87.2","","","",""
"844.4","4.0","1.5","49.0","75.6","0.4","0.006","-60.7","0","975.6","","","",""
"4.5","1.8","1.1","760.1","152.7","126.1","0.004","-2.1","0","7.1","","","",""
"420.4","3.6","0.5","105.3","37.4","6.3","0.002","-34.0","0","429.1","","","",""
"1.3","0.7","0.3","493.0","139.1","91.9","0.008","-2.9","0","1.5","","","",""
"17.9","1.8","0.1","586.8","146.3","52.2","0.007","-5.4","0","18.0","","","",""
"17.5","3.4","0.1","997.4","92.2","41.5","0.008","-1.5","0","17.5","","","",""
"53.2","2.0","0.4","253.6","91.3","36.9","0.004","-13.6","0","54.9","","","",""
"4.4","0.9","0.0","247.1","131.9","127.9","0.001","-5.5","0","4.4","","","",""
"0.8","2.2","0.5","166.4","1.8","1.0","0.007","-0.2","0","0.8","","","",""
"2.1","3.1","0.3","414.2","3.6","2.7","0.002","-0.2","0","2.1","","","",""
"81.7","4.4","0.1","901.2","152.9","67.6","0.005","-4.3","0","81.8","","","",""
"5.2","3.3","1.1","728.9","190.7","181.8","0.006","-0.5","0","5.8","","","",""
"0.9","3.3","0.2","847.2","20.6","18.0","0.010","-0.1","0","0.9","","","",""
"3.6","2.5","2.4","691.6","99.3","52.0","0.002","-8.6","0","52.5","","","",""
"46.3","3.6","1.5","669.4","191.1","79.0","0.010","-4.3","0","55.5","","","",""
"1.0","0.7","0.2","425.9","103.3","74.9","0.007","-2.2","0","1.1","","","",""
"4.2","1.6","0.5","402.2","17.8","3.7","0.005","-1.7","0","4.6","","","",""
"4.8","3.5","3.2","902.7","33.1","11.2","0.002","-3.1","0","37.7","","","",""
"0.2","1.1","1.0","716.0","79.0","11.2","0.007","-3.3","0","3.8","","","",""
"3.4","3.5","2.9","845.0","165.4","137.7","0.009","-0.9","0","10.7","","","",""
"1.0","0.2","0.2","485.8","194.8","110.7","0.001","-56.5","0","2.4","","","",""
"32.3","3.1","0.1","403.9","41.2","14.0","0.005","-3.5","0","32.3","","","",""
"8.2","0.3","0.3","11.6","108.1","41.7","0.005","-300.8","0","36.0","","","",""
"4.3","3.5","2.1","987.2","21.5","16.1","0.003","-0.6","0","6.7","","","",""
"0.1","1.1","0.4","614.5","5.4","2.7","0.008","-0.1","0","0.2","","","",""
"11.3","0.8","0.3","164.3","69.4","15.8","0.004","-19.6","0","13.3","","","",""
"11.8","4.2","1.3","952.9","100.8","74.1","0.010","-0.7","0","13.0","","","",""
"79.7","4.0","2.5","822.9","118.3","27.4","0.003","-7.9","0","127.7","","","",""
"0.7","0.5","0.4","196.7","38.8","20.1","0.004","-5.8","0","1.4","","","",""
"87.6","3.6","0.5","570.3","135.6","4.7","0.009","-6.7","0","89.5","","","",""
"1.0","1.0","0.9","945.9","128.7","19.3","0.003","-8.3","0","7.6","","","",""
"3409.0","4.3","2.6","14.3","80.7","3.3","0.005","-286.7","0","5341.7","","","",""
"285.9","4.1","0.3","126.1","170.8","169.2","0.000","-17.5","0","287.0","","","",""
"10.6","3.7","3.1","458.5","156.5","110.8","0.009","-2.7","0","36.7","","","",""
"1.8","2.9","0.3","855.7","135.0","127.8","0.010","-0.2","0","1.8","","","",""
"63.3","3.8","2.1","336.9","163.4","87.5","0.009","-6.1","0","90.0","","","",""
"43.9","3.5","0.9","595.4","179.1","123.8","0.006","-3.8","0","46.8","","","",""
"0.4","2.0","1.8","767.6","13.6","8.3","0.003","-0.5","0","2.1","","","",""
"5.6","3.3","2.3","938.9","37.4","10.1","0.007","-1.0","0","10.6","","","",""
"27.4","2.0","0.4","338.5","180.7","134.8","0.005","-7.0","0","28.4","","","",""
"28.0","1.9","1.0","843.0","96.4","62.2","0.001","-10.0","0","37.4","","","",""
"34.1","3.3","0.3","967.5","197.9","154.3","0.004","-3.2","0","34.4","","","",""
"600.2","4.2","2.3","188.5","185.0","104.0","0.002","-49.5","0","852.9","","","",""
"339.2","4.2","1.8","82.7","41.0","9.8","0.004","-23.9","0","419.4","","","",""
"2.2","1.1","1.0","395.9","108.2","25.6","0.006","-8.3","0","10.4","","","",""
"4.5","1.8","0.8","256.7","64.9","49.2","0.009","-1.8","0","5.6","","","",""
"119.4","2.0","0.7","138.1","77.3","17.7","0.003","-35.5","0","137.7","","","",""
"1.8","3.2","2.7","826.1","23.3","12.5","0.005","-0.7","0","6.6","","","",""
"280.5","4.5","0.6","361.1","193.6","47.6","0.007","-14.1","0","286.1","","","",""
"0.4","2.5","2.3","838.5","122.5","111.1","0.006","-0.5","0","3.3","","","",""
"13.2","0.2","0.0","641.9","199.6","27.8","0.000","-584.9","0","13.4","","","",""
"0.0","0.0","0.0","377.2","89.5","70.8","0.003","-3.9","0","0.0","","","",""
"1.1","3.0","2.2","975.6","85.5","80.2","0.006","-0.2","0","2.2","","","",""
"6.4","0.9","0.9","150.8","144.4","76.4","0.002","-75.1","0","66.0","","","",""
"288.6","4.0","3.2","417.4","189.2","136.9","0.001","-45.7","0","748.5","","","",""
"46.5","2.9","0.2","449.4","72.2","29.8","0.004","-5.4","0","46.8","","","",""
"3.2","4.5","3.5","888.1","23.0","10.4","0.009","-0.4","0","8.1","","","",""
"10.3","0.8","0.4","80.8","12.4","0.9","0.002","-18.9","0","13.1","","","",""
"45.4","4.5","0.6","293.1","38.1","31.4","0.002","-2.3","0","46.4","","","",""
"1.8","0.6","0.4","207.6","181.4","78.6","0.009","-13.0","0","4.0","","","",""
"1.9","1.5","1.4","340.6","195.3","152.5","0.006","-5.0","0","11.3","","","",""
"0.7","0.8","0.1","943.6","119.9","81.4","0.008","-1.2","0","0.7","","","",""
"1.1","1.9","1.8","447.8","92.9","66.0","0.007","-2.2","0","8.0","","","",""
"0.9","0.3","0.1","804.1","165.2","73.2","0.002","-11.6","0","1.1","","","",""
"119.4","3.8","1.0","775.3","194.1","101.5","0.003","-8.9","0","128.1","","","",""
"5.6","1.0","0.3","501.1","100.8","33.8","0.005","-6.7","0","6.4","","","",""
"0.3","0.4","0.1","248.8","82.6","75.8","0.003","-2.3","0","0.3","","","",""
"29.0","2.0","1.3","658.7","93.5","4.7","0.003","-11.5","0","47.2","","","",""
"5.6","2.5","2.4","657.5","177.0","34.9","0.008","-7.0","0","44.6","","","",""
"28.6","4.6","4.2","771.0","153.4","76.2","0.003","-8.4","0","174.8","","","",""
"331.6","3.1","0.7","498.5","172.6","35.2","0.002","-37.2","0","349.0","","","",""
"113.6","2.2","0.9","242.2","33.5","14.3","0.001","-28.2","0","137.0","","","",""
"1.2","0.6","0.6","972.6","159.1","81.1","0.001","-23.9","0","8.8","","","",""
"56.4","3.5","1.2","986.8","49.3","32.3","0.001","-5.3","0","64.4","","","",""
"6.4","1.8","1.6","533.3","159.4","11.6","0.007","-10.2","0","33.4","","","",""
"0.7","0.2","0.1","462.8","38.3","20.3","0.000","-19.6","0","0.9","","","",""
"60.7","3.7","0.5","680.8","76.3","43.5","0.003","-4.5","0","61.9","","","",""
"1.6","2.0","0.6","998.8","42.1","34.7","0.004","-0.4","0","1.8","","","",""
"3.4","2.9","2.5","615.8","110.0","100.9","0.003","-1.4","0","12.1","","","",""
"61.8","2.2","1.8","37.6","44.4","8.0","0.006","-43.8","0","209.1","","","",""
"45.7","4.9","0.5","143.5","106.8","104.5","0.002","-1.9","0","46.2","","","",""
"2.0","3.2","3.0","475.0","90.5","88.4","0.001","-1.7","0","17.4","","","",""
"223.7","4.3","0.9","133.4","93.1","43.8","0.007","-13.0","0","235.2","","","",""
"0.0","0.3","0.3","772.6","17.0","15.7","0.003","-0.1","0","0.0","","","",""
"7.9","3.0","2.3","168.7","10.4","1.8","0.006","-2.3","0","20.2","","","",""
"1.1","1.7","0.3","564.9","80.0","73.7","0.007","-0.4","0","1.1","","","",""
"7.7","3.4","0.4","150.3","153.8","150.3","0.009","-0.7","0","7.8","","","",""
"1.9","4.0","1.9","108.9","60.7","60.1","0.009","-0.2","0","2.5","","","",""
"0.0","0.2","0.0","855.2","171.0","152.7","0.004","-1.5","0","0.0","","","",""
"1.8","1.2","0.3","725.5","60.2","54.2","0.002","-1.3","0","1.9","","","",""
"41.2","2.7","0.7","252.9","63.9","7.9","0.009","-5.9","0","44.2","","","",""
"1.0","3.0","1.1","820.5","2.3","0.2","0.005","-0.1","0","1.2","","","",""
"0.2","0.4","0.1","613.7","102.8","72.6","0.008","-1.6","0","0.2","","","",""
"0.0","0.1","0.0","873.4","41.6","7.6","0.008","-1.2","0","0.0","","","",""
"18.9","1.8","1.6","77.7","154.5","96.1","0.007","-25.5","0","85.1","","","",""
"0.3","1.2","1.0","243.8","79.3","76.1","0.004","-0.8","0","1.1","","","",""
"0.0","0.9","0.8","513.5","7.9","7.0","0.001","-0.4","0","0.3","","","",""
"138.7","4.7","0.9","123.4","73.8","63.0","0.003","-6.4","0","144.1","","","",""
"0.1","3.3","1.8","473.9","115.1","114.9","0.007","-0.0","0","0.2","","","",""
"9.1","4.2","3.5","871.4","168.0","126.3","0.007","-1.7","0","29.7","","","",""
"0.2","0.9","0.8","271.4","36.3","16.3","0.008","-2.4","0","1.9","","","",""
"78.1","4.1","3.1","559.4","19.9","0.1","0.001","-10.7","0","181.8","","","",""
"2.7","1.8","1.7","397.5","49.6","0.8","0.005","-6.4","0","21.3","","","",""
"34.4","4.1","2.7","787.3","31.5","2.5","0.003","-3.6","0","59.9","","","",""
"22.9","3.9","0.7","448.5","23.1","7.1","0.006","-1.6","0","23.6","","","",""
"10.9","1.9","1.7","481.2","195.4","20.9","0.006","-14.4","0","53.9","","","",""
"0.9","0.7","0.6","512.6","174.7","68.3","0.004","-14.0","0","6.4","","","",""
"984.0","4.7","0.6","303.6","82.2","19.5","0.001","-44.8","0","1001.5","","","",""
"6.6","1.6","0.8","125.6","192.5","179.7","0.007","-3.5","0","8.6","","","",""
"15.7","3.9","3.2","868.9","85.1","0.9","0.007","-3.2","0","49.9","","","",""
"0.0","1.0","0.8","693.3","16.4","15.6","0.010","-0.0","0","0.0","","","",""
"5.7","4.3","0.4","252.4","4.2","2.0","0.007","-0.3","0","5.8","","","",""
"6.2","0.3","0.1","145.6","111.6","12.4","0.001","-134.0","0","8.5","","","",""
"268.0","3.0","0.9","189.5","128.1","32.7","0.004","-31.7","0","291.2","","","",""
"11.9","4.2","0.7","605.2","39.5","24.0","0.009","-0.7","0","12.2","","","",""
"0.0","1.1","1.1","649.4","59.2","57.3","0.006","-0.1","0","0.2","","","",""
"63.3","3.0","0.2","838.5","116.1","1.6","0.005","-7.0","0","63.6","","","",""
"21.5","3.8","2.6","259.0","134.6","109.2","0.009","-2.7","0","40.1","","","",""
"37.4","3.1","1.2","307.5","133.0","120.1","0.002","-4.7","0","44.1","","","",""
"45.7","4.7","1.0","953.5","63.6","12.5","0.006","-2.1","0","47.7","","","",""
"2.0","4.8","2.7","265.9","9.4","8.5","0.006","-0.1","0","3.0","","","",""
"47.6","4.5","0.8","480.1","37.0","25.7","0.002","-2.5","0","49.0","","","",""
"18.3","2.6","1.0","492.7","98.2","40.2","0.009","-3.2","0","21.5","","","",""
"1.1","2.2","2.0","666.9","21.9","2.5","0.005","-1.6","0","7.3","","","",""
"43.8","2.7","0.3","120.2","15.4","3.1","0.004","-6.0","0","44.5","","","",""
"39.4","4.7","2.5","999.7","126.2","52.5","0.007","-2.5","0","55.7","","","",""
"53.6","2.9","2.2","225.6","115.1","33.5","0.007","-13.5","0","117.2","","","",""
"40.6","3.5","0.1","163.6","29.3","8.5","0.009","-3.4","0","40.7","","","",""
"3733.8","2.6","0.7","987.5","113.7","12.7","0.000","-604.4","0","4008.7","","","",""
"0.1","2.0","2.0","366.5","98.5","3.2","0.008","-8.5","0","34.1","","","",""
"14.8","2.8","2.0","359.6","94.3","62.6","0.006","-3.8","0","30.2","","","",""
"107.2","3.3","2.4","411.7","126.5","20.6","0.003","-20.9","0","223.2","","","",""
"1633.7","3.4","1.4","930.2","154.2","22.3","0.000","-172.7","0","1954.9","","","",""
"60.5","3.8","3.3","453.9","192.3","20.7","0.006","-16.0","0","230.2","","","",""
"434.7","4.7","3.0","79.5","67.5","21.4","0.004","-33.0","0","732.1","","","",""
"0.0","0.2","0.2","17.4","49.0","47.7","0.005","-3.7","0","0.2","","","",""
"2.1","2.9","1.6","527.2","15.7","10.1","0.007","-0.4","0","3.0","","","",""
"43.5","2.4","0.6","405.5","130.6","50.3","0.006","-7.8","0","46.0","","","",""
"1.4","1.0","0.7","317.3","46.4","28.8","0.006","-2.3","0","2.5","","","",""
"16.6","4.4","3.4","760.2","41.3","1.9","0.006","-2.2","0","42.2","","","",""
"768.3","3.5","0.4","179.5","161.9","141.3","0.000","-63.3","0","777.0","","","",""
"3.6","4.4","2.8","521.1","167.1","162.2","0.007","-0.3","0","6.1","","","",""
"115.6","4.7","0.4","739.7","160.4","7.0","0.010","-5.2","0","116.6","","","",""
"0.0","0.4","0.4","974.9","71.4","43.9","0.004","-1.9","0","0.3","","","",""
"106.9","4.7","2.6","437.7","74.7","4.7","0.006","-6.9","0","153.3","","","",""
"82.7","3.1","0.7","430.4","123.4","6.4","0.007","-9.2","0","87.5","","","",""
"0.1","0.3","0.2","182.3","143.3","136.2","0.007","-1.4","0","0.1","","","",""
"23.4","2.9","0.8","404.7","21.8","1.3","0.004","-3.0","0","25.5","","","",""
"13.7","0.2","0.1","91.0","100.5","22.5","0.001","-347.2","0","15.0","","","",""
"410.9","2.9","0.8","693.6","173.9","33.6","0.001","-51.2","0","445.7","","","",""
"22.7","3.2","1.6","617.4","34.4","2.9","0.004","-3.1","0","30.8","","","",""
"32.2","2.3","0.0","639.6","157.6","14.4","0.009","-6.3","0","32.2","","","",""
"0.0","4.8","3.8","514.2","1.8","1.8","0.009","-0.0","0","0.1","","","",""
"1.8","0.9","0.6","457.7","92.4","61.6","0.005","-3.4","0","2.8","","","",""
"126.7","4.2","0.6","764.5","53.2","21.4","0.001","-7.3","0","129.3","","","",""
"38.3","3.0","2.9","812.0","147.8","79.4","0.000","-66.8","0","603.5","","","",""
"0.0","0.8","0.1","631.4","165.7","164.6","0.005","-0.1","0","0.1","","","",""
"22.3","1.5","0.6","882.3","73.7","10.7","0.002","-11.2","0","26.3","","","",""
"22.4","1.5","1.3","963.5","155.3","12.5","0.001","-67.2","0","144.4","","","",""
"14.9","2.2","0.2","483.5","75.3","49.7","0.004","-3.1","0","15.0","","","",""
"58.7","4.7","1.4","674.5","76.4","9.7","0.008","-2.9","0","64.7","","","",""
"2.6","0.6","0.3","529.4","108.1","6.0","0.005","-9.8","0","3.8","","","",""
"1.8","0.9","0.6","352.5","111.8","60.6","0.009","-4.2","0","3.2","","","",""
"7.7","4.6","0.2","126.7","19.2","18.4","0.004","-0.4","0","7.7","","","",""
"3479.2","2.8","0.3","61.7","110.6","91.1","0.000","-433.5","0","3511.1","","","",""
"9.5","2.1","1.4","290.4","72.9","27.5","0.009","-4.2","0","17.8","","","",""
"1006.1","3.0","1.5","324.7","79.5","49.2","0.000","-141.9","0","1315.7","","","",""
"4.0","0.8","0.1","377.5","101.0","84.2","0.002","-6.2","0","4.0","","","",""
"4.2","2.5","1.7","300.6","52.6","37.2","0.010","-1.3","0","7.9","","","",""
"13.8","4.5","3.8","303.2","119.1","92.9","0.008","-2.6","0","52.4","","","",""
"1.2","2.3","1.6","549.5","10.1","1.9","0.008","-0.5","0","2.4","","","",""
"0.5","0.3","0.1","652.7","84.0","29.5","0.004","-5.8","0","0.6","","","",""
"34.9","3.5","3.2","890.6","94.9","6.5","0.001","-20.8","0","251.7","","","",""
"7.0","1.9","0.5","423.9","195.0","176.0","0.005","-2.2","0","7.6","","","",""
"4.5","2.1","0.1","821.0","82.8","51.1","0.009","-1.0","0","4.5","","","",""
"1.3","4.7","1.4","859.8","31.4","30.5","0.004","-0.1","0","1.4","","","",""
"11.4","4.5","4.2","240.1","39.4","12.3","0.008","-3.6","0","74.6","","","",""
"0.9","0.3","0.0","601.3","182.3","81.0","0.006","-7.4","0","0.9","","","",""
"688.4","2.6","1.7","20.0","104.9","3.2","0.007","-170.5","0","1189.5","","","",""
"13727.6","2.5","1.1","31.0","181.1","66.1","0.000","-2695.5","0","16796.5","","","",""
"0.3","2.3","0.2","402.8","11.4","10.8","0.007","-0.0","0","0.3","","","",""
"423.4","3.9","3.7","44.2","120.4","101.0","0.000","-301.3","0","4486.8","","","",""
"753.4","2.7","0.7","24.1","93.5","33.2","0.006","-111.1","0","809.0","","","",""
"92.7","1.6","0.4","101.7","172.3","46.7","0.008","-38.5","0","100.2","","","",""
"21.4","2.5","1.1","783.5","182.3","76.6","0.008","-4.4","0","27.1","","","",""
"431.9","3.8","1.4","61.3","73.0","3.9","0.008","-35.1","0","496.0","","","",""
"79.0","4.6","1.0","837.5","99.7","73.0","0.002","-3.9","0","82.6","","","",""
"0.3","1.3","0.9","850.0","38.1","27.4","0.009","-0.3","0","0.5","","","",""
"5.4","0.1","0.0","1.8","113.3","99.4","0.007","-255.0","0","5.4","","","",""
"2.5","0.3","0.0","90.2","74.5","12.6","0.006","-28.4","0","2.5","","","",""
"266.8","3.6","3.1","787.1","177.2","17.2","0.001","-78.1","0","1038.9","","","",""
"29.7","1.0","0.1","290.9","199.2","38.4","0.005","-27.3","0","30.1","","","",""
"37.7","0.7","0.4","602.8","70.4","32.1","0.000","-131.4","0","56.7","","","",""
"37.9","1.4","0.3","146.2","97.3","14.0","0.007","-21.3","0","39.5","","","",""
"345.6","1.9","0.8","342.1","37.1","15.6","0.000","-123.5","0","434.5","","","",""
"52.0","2.0","1.3","928.1","79.4","2.3","0.001","-21.6","0","87.0","","","",""
"16.2","3.0","2.7","325.2","99.5","35.0","0.005","-9.4","0","82.6","","","",""
"48.7","4.1","3.8","170.0","137.4","103.9","0.002","-23.6","0","397.6","","","",""
"38.7","2.2","1.5","317.5","21.4","6.3","0.001","-15.7","0","74.1","","","",""
"8.1","1.0","0.2","94.6","30.6","16.1","0.005","-7.8","0","8.4","","","",""
"6.6","3.8","3.5","124.5","143.1","135.3","0.006","-2.7","0","39.4","","","",""
"398.6","0.6","0.5","18.1","190.5","125.5","0.000","-2580.2","0","1014.2","","","",""
"3.5","2.2","0.8","158.7","28.5","24.4","0.008","-0.9","0","4.1","","","",""
"1209.1","2.4","1.3","3.5","69.1","29.5","0.009","-305.2","0","1763.5","","","",""
"44.3","3.2","1.5","698.0","59.6","8.5","0.003","-5.8","0","57.9","","","",""
"617.7","1.8","0.2","201.2","180.4","48.9","0.001","-189.3","0","627.7","","","",""
"337.0","4.6","3.2","590.9","162.7","115.3","0.001","-30.5","0","642.9","","","",""
"0.3","0.5","0.3","714.1","48.8","24.8","0.005","-1.8","0","0.5","","","",""
"25.7","4.0","2.5","637.4","127.5","68.1","0.009","-2.6","0","42.0","","","",""
"1.0","4.5","4.4","274.2","42.1","38.0","0.002","-1.8","0","36.5","","","",""
"0.6","1.0","0.6","684.9","174.3","150.4","0.008","-1.0","0","1.1","","","",""
"17.4","3.7","0.1","901.7","164.5","124.3","0.009","-1.3","0","17.4","","","",""
"1.6","0.3","0.0","993.8","156.7","6.9","0.002","-15.4","0","1.6","","","",""
"4.4","0.4","0.1","155.8","120.6","57.3","0.003","-29.4","0","4.5","","","",""
"8.7","1.7","0.1","644.5","53.5","36.0","0.002","-3.0","0","8.8","","","",""
"0.7","0.4","0.1","592.3","74.6","22.9","0.006","-3.9","0","0.7","","","",""
"24.9","4.4","0.0","424.4","36.8","17.2","0.009","-1.3","0","24.9","","","",""
"51.3","2.9","2.0","396.9","177.2","18.1","0.008","-12.2","0","100.1","","","",""
